CheckAESCypher(AES, C, i, j) = 1 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C == C_i + C_j + C_ij (+ means exclusive or)
CheckAESCypher(AES, C, i, j) = 0 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C != C_i + C_j + C_ij (+ means exclusive or)


text                                    key                                     i       j       CheckAESCypher('regular', C, i, j)      CheckAESCypher('ByteSubIdentity', C, i, j)
YhJ1f9uALrqTdxHmNvWVA0WgjFgP            U3bpw7OIhSdNpyyv1Q24JE5dd4VLiA80        8       0       0                                       1                                       
cH0HdnKYos1oxbmIWZkXwBle                DhPbvnrrjUZaiur02KYnPGpmHTls6XSa        8       1       0                                       1                                       
pnvFnjPHcNWN5z5kaKRzyNfwjW              kNXFVJAAW5nUREyTbdrdVcNiGHTcw1zw        8       2       0                                       1                                       
L                                       UJbk6VTynQyt5zbZr87rdu7BBPK5e37n        8       3       0                                       1                                       
L                                       aes0H6o8a6SVZFRAfX3mAKaHsoNSsuVF        8       4       0                                       1                                       
Vr8P6QzN0tldEf9RJDr8rOqc                q74wTDicYtYZNTYr2yH9iTKi51QUmwFH        8       5       0                                       1                                       
atK0w                                   m2hiAxAB1fFEtQeYQgMbXhGYz40prO9a        8       6       0                                       1                                       
eGxhJP7OkEADj38RTP3z3Vg2RV3DEOeM        mbAeM1ChJPNq51186paY9hzL2ZzXC762        8       7       0                                       1                                       
92KjWt                                  V9E3ukofvZeV5sEs4rPZPKfTDiMY2Vmk        8       8       1                                       1                                       
m9j3uuMF66CpURxFcVrrM4CdpL1gI           HDqk1VhPmTjwj6daxTVLSg0q9kn565C9        8       9       0                                       1                                       
4aSn                                    l0BGLisDtIB6ZO3UToo8kfGPQ4ucmFhz        8       10      0                                       1                                       
m5dNcYHPFggB2ABEWz                      RwjYzfqFfXByPD3i4rPSGeSxMAoK675s        8       11      0                                       1                                       
qzA0CMVJYZfY                            UyT8KeCl8ImYwz4H0VWPf4DR10DfF9lg        8       12      0                                       1                                       
BKo1                                    mQDX8B0icr62BwstPulhXx7vihBeyBp9        8       13      0                                       1                                       
R00DoDiBiR5zGUT                         CpHbnxW8DT0XF1eVkjTuqyXsZCHxlGR6        8       14      0                                       1                                       
vnK0XDtY                                ITL2YV8j8ADxpNUUIEYF39PJhBgw4Nyt        8       15      0                                       1                                       
io4dJ4jI                                iJ6GFOG56hUXG0R2KwLGeTqapd0rhIs0        8       16      0                                       1                                       
6ZZ3V81oDUK2QttuiMRkT                   GXeTYfKt2yCgHNGSWWwyZu5BgxmS0a5j        8       17      0                                       1                                       
SbGc                                    hq5PkFrp2acWwxwM5HVmrZsb9MYM37Ec        8       18      0                                       1                                       
6fy3q2oLd6EHRaZLiURZdAFN8Jqq            7AtGmWVh9EAL8vZH86V4f24aK0P9jceP        8       19      0                                       1                                       
dEli2wu8hKutiaKqOtBnKf8zJ               OXXLs4eQMmhWG4t24KosIqa57oKwARdu        8       20      0                                       1                                       
T                                       AC8DRUbcMYpTeTmIeTNbBJPG4meL77XA        8       21      0                                       1                                       
xNuGuvOb0b9bWz                          KGXVoS515vH1EaaU0IgPJipT9yuXsrP9        8       22      0                                       1                                       
RqDJC7JS                                aK7Qwzfqz5fcFqfGN92gCOVJevuNiM0E        8       23      0                                       1                                       
3mHh8YllxEeIkj7gXWJYfVRf                MLVrUMpuTucsAv5IYOUhBPnlGksUwiCU        8       24      0                                       1                                       
xQrv2MOkZUPXvQiIw8iMR                   X88cgkYZrUSKTKCNrYo9aHxxSK9qdQ8s        8       25      0                                       1                                       
5qYmVyiVM0s                             Bf4pFDE2d6FiJrKqYheXMZyHVA960bhT        8       26      0                                       1                                       
0kTXBL                                  0kNhxVC6olUD8RytDSRRSwiCMOcKxMXn        8       27      0                                       1                                       
WzJ8aTtyE2MMNDq2AVvQwCFhAYAN            53K4TTkWKnxCLh5AlCcWJ2Ptmkw0cANx        8       28      0                                       1                                       
Om8xBngJU1hbZoOGm3                      qpZFtVkkscD4ULtkogLN0qfCUCow5v4B        8       29      0                                       1                                       
ViqpP0Yhl48EIV6UeV                      lqNLIEHBpXhk0HK8MEtv89XL5njPr4DV        8       30      0                                       1                                       
kpTA                                    vxaYrF4iiw1MRrsXpvnxgnY8VfoQR7dK        8       31      0                                       1                                       
Y3xuLo8o7qgxqxHlRed9IEvD                9ebTzmmqPW782dqR7BuLHEtMDneAupg9        9       0       0                                       1                                       
fPkWDM0TZbnN8iMRe1Weqxrtc               TzC9sY2JI0i5B2HvA0NFyODPSD1kJC1K        9       1       0                                       1                                       
zLWsIQmYfuCnEaZZReBuucdtXKf3            R4HV6xU0Fxm7TeIUDzDIRh0tBPMHfEWz        9       2       0                                       1                                       
h7sPzKUp8OJidRN4LjR2                    l8eWgkWu1oP3xrsrF1qXcON1qI9XEI8p        9       3       0                                       1                                       
jvAvHya                                 vNbvUKRpaeqPl84ZgNCv5kH7p9gZ7E97        9       4       0                                       1                                       
MqReEZExpJGn6IiUkuU                     67QGY7BhN9j0ADX0EFpnc2hwCZEWLT72        9       5       0                                       1                                       
ONB3azGBDKU52D                          PMd3PhUQPTTUFnZkECnM1wJafQXLr7kW        9       6       0                                       1                                       
JKRhHXPl0gpTZ5z                         thDwe0ZKIt2Z35xCXgnzwKl20DLrNDv0        9       7       0                                       1                                       
7JyaluZFxIY18YFl7xR                     EIeKPAnurRL1XpPoMBdJGjDKLfo8F9ke        9       8       0                                       1                                       
mSdOYoHvTioSehA8GdY3JgM5nL              KO7OgVdSDkwERKAJR4ZRU2JlzNSy4ZDK        9       9       1                                       1                                       
jt                                      5elLJKVv7L3PTPiudebx6ST3VpG1A9MI        9       10      0                                       1                                       
8OCwUwIcPhZXyXHxftFbgbl5HSNb86Wm        13lSr16E0GHy8oOBOfVKOOtOduq8Du1L        9       11      0                                       1                                       
XY7EvXBkDvfnl1KHGATfW                   MPAQD67ZG9Hct3bs7ZV1CmZhyvEgrTDZ        9       12      0                                       1                                       
t                                       B9QkKNn3DQSmbVps5p7y8FDyTS51Rgyq        9       13      0                                       1                                       
DinjGuldoR6mPOrIUXNFA3CRZgdjR           G12lkPQOFXGcxkoFkId9XBVSGrM3gxrl        9       14      0                                       1                                       
gIy9lzaIJvZ7b2uwygd7xQ5AZ8b             XwibtsUvYIBWEX9VAD3I65Zt0YV5bmo1        9       15      0                                       1                                       
g                                       uBmz7VItj2ESnm6kswiysF2SkvX1KuIz        9       16      0                                       1                                       
pjTPScMuwYOIBzHu1vOxFK7H7S              mQNglJ3V2T9i6y8etpXl9xu7mV4cEC3x        9       17      0                                       1                                       
Lh2puZgVMVsIwSfkouMhj3XG1               C6WiyZ0DEemGk6eghttb7m4cMKlVVV0i        9       18      0                                       1                                       
KQNqirw2gaQjrzR3WIPW                    1MxjCqMOJeWIcyxhBjgiD2cwsgTFOLEM        9       19      0                                       1                                       
j0V2N3mWgNvzqZO                         00QSAiFne9oLBErxg08GJc06OsYg10jW        9       20      0                                       1                                       
V1UAviWvpdh2g751HYHPq8d                 W4EyUD7pT6aVKXfCAFtd9kpmFplpxyBw        9       21      0                                       1                                       
9T8wdJw                                 Vrkg4wKW2FwJMhQs8Nad7bxGhsWgXBGV        9       22      0                                       1                                       
hC                                      nZ98I8kokQzkuDw8uI8Dqyd5pnw1Yw4z        9       23      0                                       1                                       
zPATIoduG                               X1bFrIWn0WYidJs8jIq855Vm7ddjdL3E        9       24      0                                       1                                       
y0SM1q3SQTxYpkIaJtm93jsI                rM9GzWh7lkAWkyTQasxeocigQNH1wjPe        9       25      0                                       1                                       
Ga                                      mGjAYxBVRQGm43RMRGqd84etUFvBI4us        9       26      0                                       1                                       
ozMaQjusxY6U1Q0vDdnDghpoq               m0gatM5D50kVGaU1UEqP8fzFVz0no5VA        9       27      0                                       1                                       
wcAogm5d0lZu5U4yx0ciWe4m9               EJWHNwsfb4iFPWnlsjsToAZnQQVviwWW        9       28      0                                       1                                       
hn                                      p6tB50zhaiKriy7Y1yQ56YhbOTsvDdEj        9       29      0                                       1                                       
ZL                                      snw3dhZQANVIgV32Asxr0acv36qsmQuo        9       30      0                                       1                                       
US1NrI                                  flKtE98O7OHLSq4Tzd5KS4NwAJ9qXKDY        9       31      0                                       1                                       
iEoQpLJMcPWVx3RPCSMqAj                  ebZlb7n4RFFQyv4HG63m3eFrvcdcdUIH        10      0       0                                       1                                       
mBJOjr9BzLADNa9ZZSSYSDGhkHiLGO          2S7BmIqW7tZlk3uYjwBZsFIJw4X5unhD        10      1       0                                       1                                       
p8RRxmpqjDvLruzNcZYLIqac                YN796vm9zCDdfO0uGhYuftt3l0yF0Ayf        10      2       0                                       1                                       
KmoZhEmE3DHV                            wEaG5jewMyaw7odf12BcHeDkrNLZchce        10      3       0                                       1                                       
2kwCzePEiPBwbcsQYj4wVIkb8yupUEhV        aRm9DGxH3IGNXb7EZfXAvMMMbfiq8pVd        10      4       0                                       1                                       
YImsj0Cf3m8x8v                          JDWM9GfSWT6x8qJ7cpdZ1L0JZdMF03ZP        10      5       0                                       1                                       
479c6nfqFBpT74kb480JilLjjReGh1O         BgKuuVbnZYhCA90H4lvyh6kRvWBhEISw        10      6       0                                       1                                       
uds                                     XzTRtLVCfo08CjirtgTwGsjHc8y5HGkl        10      7       0                                       1                                       
OZL7MmFIWU5ffAOUYxngD1TI                co8ZinWR4P3HQNm3KseHRuTRfD4rD0Gl        10      8       0                                       1                                       
Ky0gbL                                  rrzQS4hMiglqmUlPeRi7xbTu7pyMpTIC        10      9       0                                       1                                       
44Ame2Ob16nqfgtxiPpqRXd2N               vPOmCFfn2BnyioTbquVCef4BwyPuUBd3        10      10      1                                       1                                       
U7l2eUgxtNQW9C3KmfGQJjCBYe5qv9k8        vNSiTGdY9W1t6TDC48GURC8vFNTFHo9Y        10      11      0                                       1                                       
mvKwZpEDwYHk043qUVtAxD                  cJsKVXMGKj7fwUkGfQT0k2y2NBmBWUyO        10      12      0                                       1                                       
mFqIvFpFE67r                            P7GfCIuWZyjSWuOfCYA4C4vbrat90oc3        10      13      0                                       1                                       
3PwpcvcnRMy5dhjWSTKcuVs8Kyr             K53zQclzvrzvlm2Arr6bp6QAqXkbCq85        10      14      0                                       1                                       
DlQ2sh3                                 e48EqzYr3sp2a0Y1DrAXkPEaHvW11SN9        10      15      0                                       1                                       
RF9N8TgXb2MNhj9bW5CSEHSsINV             O8IeAJXOz3RRKUzsvqIKTdTHE1YhnfvJ        10      16      0                                       1                                       
fAWAdB2OvjKiCchKfA4t3cOeWIs1U           ryrnW7yv8qxbJrn7vTlc7RyGlRORKu58        10      17      0                                       1                                       
O5IYHA9aMu9LRoGjuHZ2V                   Lr3eb8pjvjxNmQWxN3o3PB0pHR4MlYbZ        10      18      0                                       1                                       
jY5OWQOGV                               NSpfaZtKkVdBxwOnc9AvqEUKeJBzW3M2        10      19      0                                       1                                       
ZqB                                     kpIh2ShbHiUkfyP6IzhxgPOHWKp0w2hE        10      20      0                                       1                                       
Kxh9Q61NwtUEWzbItaIaio7                 SHnI9mzHtTUq8D7N1PhS8hYTnngMxoFT        10      21      0                                       1                                       
k5sbwVWKp5h5LvhpqhUF                    ItrY222K10T01NhHHRhxT5qQzeTWdiFu        10      22      0                                       1                                       
gLnI                                    cc2JJnggiZV4hrF0uvz93xTGyrILcfdH        10      23      0                                       1                                       
3J                                      xqIuZiPs9mCl5l2kfIzAZS4xTA7GUDPf        10      24      0                                       1                                       
O9tca8FFcBkFjYZaIXexm260kQPP            46Z8uao0QqtPVFuDcYWx2v51JmpHLoFs        10      25      0                                       1                                       
kmZdE56okZyDW4                          3tXVtn3BwsZPuDlk5sEEQPFoweVTngwF        10      26      0                                       1                                       
3GXpErgSc16fWcMmkSaSPQ19xRmoLH          It6aWFWMElhKl0lHQN4GWoM565x67wRI        10      27      0                                       1                                       
cud                                     UprIL2GyT372tfXajIDGjAP8l3l0giue        10      28      0                                       1                                       
M                                       gh3lfFZZsEnA5bUcrXPeEIlhzyf5odcx        10      29      0                                       1                                       
IaBFGJ8DfbOFkfIRkPa4UuG1                wc9xi4IQY8MBDeu5FkivIpjU695OHuSS        10      30      0                                       1                                       
7VcV                                    P04SBPeV9Fts1VHruWq7P5chaOJyt0HX        10      31      0                                       1                                       
Gr3H3                                   c1zc8F3AvnHGA5LBtJyYmUAAl3Y82UiK        11      0       0                                       1                                       
I98cdkK                                 2BEIA7Oc2O4ZmfuicmqVxsgDVmxk2xBO        11      1       0                                       1                                       
TkDFeErVpXgA9ToRIFNp6itCaZ54oH          D8hdhHoecYDJ4ESw4NmppyJLvAgmFL0B        11      2       0                                       1                                       
uaeuLjR                                 zvHnLgSCpP6zj8kNsD3ikMtDPAxWA8y4        11      3       0                                       1                                       
osLatgMYCUPhSEk0I4WfU9O8GKsEK3          5iZG78hlo0FRJc6RDtIRAa0yTroSwkAS        11      4       0                                       1                                       
gtJ3iV                                  gr5XFBMAxFkQj5JaDW6xViVXberPwIht        11      5       0                                       1                                       
9                                       4BEghcM3uY5HVdLlyq5DapZJNOPQnafq        11      6       0                                       1                                       
G0cBQaqFi7pl7wO                         v5D0QMB8gZmFWKVG6AxUstThSMhiAvpW        11      7       0                                       1                                       
6JQa6                                   qQBMZ8vMcbTiuOH1AkQoGc0zzknoAlqp        11      8       0                                       1                                       
vJW058                                  qq3ZTyp25vJFyHVemCrchL7XdTpQt2Je        11      9       0                                       1                                       
1kEyocKPgQC                             IhgMfLZi4zj2SpvuZ21aWRuytLg3BkAz        11      10      0                                       1                                       
RvoLsx2Dy1yNsn                          5LjHGHNmiGZX5KD23DgpwCGJTfpHzSdN        11      11      1                                       1                                       
r                                       2BsBEmVCJvNl3ribY0Fia8iu5Kf88ZGp        11      12      0                                       1                                       
Qf1PpbtIL                               XwdkoHoacQ9AQSj8IzcqicAOOtW6lcCz        11      13      0                                       1                                       
fYiIuFudiHYf4mmS                        TD4IDuyO81vXoO0uERELOue7vFWHYlet        11      14      0                                       1                                       
qU1YpPWdKM7gNw5cE3CqyNXkDYT9            aQqqMTKBcFJIP1VXAiMt6MpZNvBn7Q6h        11      15      0                                       1                                       
8EwkPrKDKlq9kJvbHSkC                    rjxaYi38FRYxGxKjXKRSMt1k9OgQVUtu        11      16      0                                       1                                       
HJmd                                    cQXnxdhJDTW9fPscpYdiAsF3lSfLbkN3        11      17      0                                       1                                       
02CxbEqTTscMl2wYcSN6BRiq45OmXkZ         4QDfo9YK9QOvgGBOCBlhIbCtPEMwgJGv        11      18      0                                       1                                       
HL30X44llyb                             Cj23lanOFU9PpDu6N9M5marJrarZN1Fz        11      19      0                                       1                                       
Fw6shwBGmwTmIaMnChb7eaS                 lTLjfAmjRt7c2DjsxPzwxcM2SA6ronON        11      20      0                                       1                                       
JSzBXxzek3nfP7P5T2VThR1BgPNN7QN         ICcxLwRwrS7neniokSTzIhQtNibUAjfw        11      21      0                                       1                                       
gYZjDnJ5rZy6MANJbrWx8wy8                qX28BECEzc48ka4NK33T4WHc6RCU5LVI        11      22      0                                       1                                       
UCjYtt2zBnc                             OgSaqoilCfNrWtBjzEfxcxnq3fGuZ7SW        11      23      0                                       1                                       
TshwXH6KmArhqheqDVHCfC8TF               HUAqI3YGT64fdav5mzNOU0CcqRQIGMEa        11      24      0                                       1                                       
v7KWn                                   hFFRg9ZCUuBnFQIQNeh5VjGSYH90hxZR        11      25      0                                       1                                       
0TaX                                    TqcKLJE3uduI8E3BQhcLD6D6Cu0Eq6Tp        11      26      0                                       1                                       
IKdNq4NShLr8xxi2xunTWRwL                6iT5adjy6galLX2KGa6YF6sAl0I66pVG        11      27      0                                       1                                       
P857v                                   WrsdTzrf8NBpYUypWwCMRydniBedeJ0k        11      28      0                                       1                                       
wx                                      A9PZ7UZubB6UQ0Ro7T90OXTz59rOAwf2        11      29      0                                       1                                       
IER                                     FoZOzQ6jjqnX1QvViM8kfndhXf31tP3n        11      30      0                                       1                                       
2k7okThsYWEQrHr2HP                      j4dCY3zgh3FzjxJxiBPBKlvUnzf9StGP        11      31      0                                       1                                       
eklD                                    3qCDz0SuDDWlS4VexXEKNLhCCE6Fy5ni        12      0       0                                       1                                       
e                                       4ZTFxkdVnMrCuw4JPIAXgzNXAQ5SvBn1        12      1       0                                       1                                       
c7nkCkViu5PhEMnidNPp4oyoMqA24jy4        uiWI0GqVVierdfndFY092kUUqcatAofF        12      2       0                                       1                                       
8JK                                     mbuXH1HmwJsKpwcVpEx06ftrDaKhB9AA        12      3       0                                       1                                       
dQiOw5U3Mg07WgNE2AkubfQg                vrEkchxLvgSfSpibVQrC4QLBdHYBHd7h        12      4       0                                       1                                       
74isES9ZklAwA8WNCyaCExu7                q6UOWLgGsDwuLZCWtBd7jphpNk5k7lbU        12      5       0                                       1                                       
xaeCYAiy6h6XR                           J0It2bpws23M6TeShTHhPIkvFhOMulVS        12      6       0                                       1                                       
9jehUhOe5u4iTHdPI                       6ZcmRjQzU7JiPVmaoBWzdHEA3YhIfn1e        12      7       0                                       1                                       
nchl4hdhmtPNc8jmZMc                     jUEe0AW2V06MGs6L7QD1Kllm0KBk5Er8        12      8       0                                       1                                       
ZE9egx7IJfWzgr3gBPxlaUMaayYx2xtE        DwygiAS1pF8jbr4FBmk5eN12RztjVAiM        12      9       0                                       1                                       
BkGHfo8BnIdDeYifRmC7                    hwuaS15IT79DOg3u3JLpPmpc920PNcKm        12      10      0                                       1                                       
si2cIS8uHRRic34AE9myT4                  VlmFyAbmMR1XutGRQDYI3puggVUJjBFT        12      11      0                                       1                                       
ndiBVL1ksmuWqT1umw6n3PdA                ukwHd0OuhOYM76BXNidQOTlqymb4u3eG        12      12      1                                       1                                       
i7DSvv7uRB7rY2fBNPYX971Aj               ggeFbG7rYE5EREo5Ls5vosUCbDmuNdyP        12      13      0                                       1                                       
h3Z6UW7iBS8nme7k4R6RvYoGsykH            iVuGR7MSKH4QaABAP7UeN2hAt8DOUH1s        12      14      0                                       1                                       
5h3Zmi7YA                               AMCSV1s1EVvcWLxSm8A7uhaIbHwJGMcc        12      15      0                                       1                                       
HR                                      UGq1UwKhQToxPi1btilp7eKztzOzKaQo        12      16      0                                       1                                       
DJQtHM3iYtG4AaXlEf                      6qfQDBBldBMtIEIpIu060iIZO5Aq9hWB        12      17      0                                       1                                       
0QnMf2YcBPVl8fqL8IA4q23iPA              OzBrn2ivTLgLgsLhkYW6S1WA5WtYE83k        12      18      0                                       1                                       
JLQJv8                                  IDxF3qVFYLSasEQDTXM1k5fuFsiuzlCF        12      19      0                                       1                                       
H4wJdtq                                 UBSK8FzpVkVAtAYkGLJDDudeycBSlxSH        12      20      0                                       1                                       
J                                       LNVGHcgiA1u0TOsfEVwebKA0Ek2rStQj        12      21      0                                       1                                       
nvzVFA                                  HN1ZTRQk7ZlsCVY6YW1FIleNuwyjff48        12      22      0                                       1                                       
ghesrVWysvvdjrIPY                       XAPqiWCUqiveeKsJwHwNEkJ7P5Q8wvre        12      23      0                                       1                                       
1pgamvIqfUG7W5e6UbICqihva9d236N7        URix71tD6maPiVHs5dTgE3d9g7aZouea        12      24      0                                       1                                       
2tpUb3w468Hzc619b4oO9dh                 S5xKrC7CRfMQLC6oQbvkm3ejq51GHuIO        12      25      0                                       1                                       
O9EA5QHB                                VaDw3u0boFjSCd7010wAAgpAHxjpbp3b        12      26      0                                       1                                       
9ZvZr7hm7NHLKv1cPfE2BhGuHJ              SGhlsfAiRuOEFvDnN1P1POp7b3uyz7C1        12      27      0                                       1                                       
DczEbSTRTwGeeFxkO8kKrjSpAFkDhjGT        B4xm6cTJH23ftYU0Cb59xV10oKyGRLGn        12      28      0                                       1                                       
vesg34                                  wvYFD6SSOESyq7hZ0FSaX2TkREqHeqaY        12      29      0                                       1                                       
u                                       FFrUlxnmnSD0gsMUjWjdPLzAYsH3qt9F        12      30      0                                       1                                       
i4dW2                                   Nf8heoMtywujyftqZ7H1OBMe0Kt0ME1z        12      31      0                                       1                                       
UOXpPuPtP                               MKI0CQrsPUGoV4F6zajkYWDLq2h29EzU        13      0       0                                       1                                       
T34hBcrP2KTLfdrVShM                     qZE3DskT85lCsNCzVkO0njMXzETGTLSu        13      1       0                                       1                                       
jg                                      ockx60OOnKKaXgmxxBGbVnQhtkD0tOWT        13      2       0                                       1                                       
RY                                      NsGXKsUVvNe0YxcKzmWBBIfMi57uhXJn        13      3       0                                       1                                       
8E2JYR3mzHLYQ                           gWTNxZOnzx9fCe541dhqzUYRIcQAea6F        13      4       0                                       1                                       
NK2SiOPRD2mOfIo79bgJQrUtYrM0z           5KbzBA0CfCQ4zgHVXf244GVdkDBhClBJ        13      5       0                                       1                                       
zeBxAYapn                               qYuVlNnsSp4AXUhNDwM4xsp9DVVNIUEd        13      6       0                                       1                                       
kaE52CbfctskvyNvfeVcJFkaetawDt          ik2zC98mRkBRz91i2By3fFqaTa4eI0Qr        13      7       0                                       1                                       
Dcl0D8GeXLfvmURLZ                       bBHvmsKsuSezh6eFRWhQXJ6EP7mmLFJw        13      8       0                                       1                                       
i1AwrIlatBNxa                           YwfSUhfGQgJQi12kbnLQfbDp5jRuCjsJ        13      9       0                                       1                                       
xN3RBWo0AfUVjmepmb                      t7VZgmVxHJvpmR010hAjQakGFFws96mX        13      10      0                                       1                                       
foZRqlgBDLJj9ah3ko8YE6wbYlnjT0qX        t1GghpRxxOhiNAlzGiJcZwgmRzQ4WqIv        13      11      0                                       1                                       
9GuNXWszzgt8rCLjd9dF42a                 IUqK9IFOa1KMJxULyYR7j4pHifcFzNOw        13      12      0                                       1                                       
SmQKaaOl                                P5thjpXSZl3VddcKlq8zs7tysQBYKQEk        13      13      1                                       1                                       
E                                       DAKxRrHejIEesMXjnOAP7A2F3zRcEaPh        13      14      0                                       1                                       
0UfMNLjFwN                              OjWP0tMLd1JgQkqM3U6fUJf46gtIj3Ty        13      15      0                                       1                                       
S2GP8rSxvlPlLXl27hS9wp8aY18e            KQokvU3gvbuRQk6iTKcenwZEI3VNIyUs        13      16      0                                       1                                       
oruFHL7VygNoiWB4IEp                     5cvV33iVIg9tTLmRhDg5QKnm7YSBxqCO        13      17      0                                       1                                       
3Syg0YO2iyYTmsareleMrdQisj1             vCnxkWSBSv1sYGi4lTjoF2sDqcG8pzCd        13      18      0                                       1                                       
arv                                     ONs6ixNkl1DjLG5bYHfbLlNMr0QF9sUB        13      19      0                                       1                                       
qdvofpk                                 6qAPD4YX127fYss6oGYmZBlrXZX7UQw1        13      20      0                                       1                                       
yf19Ilr39kg6rYu6ALGsA                   pfNxszKTsu2g7RigT7ye2BK6ceXlbSjd        13      21      0                                       1                                       
PiSHNz9VVDT23dniJK37A234K               YgqcPE7zVkQmpWqRPMju5cNSy5kPTwq2        13      22      0                                       1                                       
fmiyA1JlUogcbk6vu04e5hX                 83PsT4SB5wvJVfQ0G6n3eINZRBsbY7xS        13      23      0                                       1                                       
LaP8Tvqjw2BjAQ6zoTSFeM                  WZ3LoQEG3xCaP1YVcaIvLRxYzGkNhFDN        13      24      0                                       1                                       
vvm7PluYth51zyPeof2T1I1OO9N9Q3wz        kNJ7c2ShJZ81VyAAl57yuwbpYmVNxRO6        13      25      0                                       1                                       
qoL5jneBP                               bD2BrC5U0EKjCnPUy54ouT1aS1XazDwB        13      26      0                                       1                                       
vJL8kxqyGuUeiqxNj81kKi6D                9I9SXTknVzgSSR13mJP7kDgww1GxRqis        13      27      0                                       1                                       
PXtgxWoK30VpuLWW7w4dhBzFa               j7eHEY4rRuEdiJXGhorMl96lDU75QbRo        13      28      0                                       1                                       
mtAleHx62F8M0wfJ2uUfu3jovHTI            x4wopuIfSbh42WevSadfEJFyAZOUjMpg        13      29      0                                       1                                       
3qEhBprqalZWpxvTEocCpRN1UiA9            6MTZM8Ix1JZ7sj6qG8YQ6pEFDZJi1MRc        13      30      0                                       1                                       
K2vlBVgktIvpTl                          OHV4w0Knnq2lkI8fyZXiZtKXXkGJBdeP        13      31      0                                       1                                       
FWxQjtfThDOhZlaZRR9                     hlkqoLLjVv9fpjzT50xeRJBuTpuPsjP7        14      0       0                                       1                                       
UijyjAfZKTjrgKYcqOze4M7                 NdVdoQ7uESHQoS09HSlj2Pubergx0xmX        14      1       0                                       1                                       
Wp5ZTMtBpbPoSc                          3b9em5Iv9WgmN0p9HAyLGGRlfYrev56b        14      2       0                                       1                                       
4KS097FjysxiQH                          LM1RWOgrVAEzqcPfsxAOeByd7rfyltFZ        14      3       0                                       1                                       
KNr                                     wtW4Zq10QddKeFk75iPzQDJoIwmIb9v2        14      4       0                                       1                                       
WULkJmVkBbeOIMRfHM3Q7lGtkA              n8x3OgLDNVlJ4GWISvzl9PCVPI63ig5S        14      5       0                                       1                                       
OfS65soHvw5BJ7RvX                       P49XGxrYkeEW0OwTHgGmPsgyDxVUm8r2        14      6       0                                       1                                       
QyW                                     c7EdtquxEGd5T4LwfRsuLsWA5j75ell6        14      7       0                                       1                                       
hH3HUqvA2UbMH                           5B3fCZgEDCMfILd4itsINKMA6lr82zhu        14      8       0                                       1                                       
XkkI0mdg3                               w5B1GXvHyE3sgia0eJettnManJxRgw8p        14      9       0                                       1                                       
9n5TJAnFcACWc4MhvsX9                    XGvPz0ifJoQAREixtf3wZKTyMfPqtscG        14      10      0                                       1                                       
ej0X                                    A5P8xQvm4qt9Vg8gMiwQG3qRmd7tiRAt        14      11      0                                       1                                       
N1l                                     yWt2OYCAAJ3VnycI9xkwNL7MclqfUMJy        14      12      0                                       1                                       
LnMpb8erxknJB                           WuaMpnoFYF2YMvEUtha6drXioRQUB1wP        14      13      0                                       1                                       
wxG9WSd2dIPsLpTiBKK                     uvrAcAUWsq0nWlv7vN40g52Rt9RUEs53        14      14      1                                       1                                       
qnJqGbLkbtPJeh1Y5vwM6Fc9n4zqyW58        0cot5y99oTUWb3DeTKbNXAHpaWzbcQTP        14      15      0                                       1                                       
O7MAR4CLKtylPOGtzmnnFjlBMOez            X9dHxiihVNRdHA6DCsi5cDyCR1q6LgnE        14      16      0                                       1                                       
lbLwqx4z                                HQA8ySJyI21NFLRWR8FrmELXNClStkVU        14      17      0                                       1                                       
WDVtzEkxN6U7rM7dt2WKZHe                 HqjhCTg79fbvYaEkLicXQSLJSmpzfQDY        14      18      0                                       1                                       
NeVMNQ1RPDKPeFRCOZWvx52                 RqLUtSypbuMVd3AcjsggKHW7iZPdtpy3        14      19      0                                       1                                       
qz6En3r5rKgRQHZQdAYJZUEri               3risWmDBqY7igopcmaEQh4Qg7S2LBBAS        14      20      0                                       1                                       
aaYCw2l8XD92hXo7ryo9JOdI                m5iGuVlzLIYgsd2g4AqBXW2BykjdjT1y        14      21      0                                       1                                       
rMKrwuu19uJrrNYiZW6spi0nwz9SZy          PKoYsN9maEEuXoUZOqULIw01vYNPiTpA        14      22      0                                       1                                       
VGvscNm6CeN3ayF2AqFQHN460G              RjWk6A6AkOg1jFk112kMCpqG9SCpsFkn        14      23      0                                       1                                       
5u32EkdwJZSSoHre                        1PQu3p5c4m78uvnvsFcEsx6vIjwGhkUV        14      24      0                                       1                                       
K46Kv                                   iJK3cGD04YE6v9xNK4H6IfUTL5txYZsM        14      25      0                                       1                                       
b53k7kKhyPTUmRX                         U9O8XyBxVH6UxKPgZjiixplt6ltAc7ZV        14      26      0                                       1                                       
0t7cNKeDDm3pwKNTFgPCQya6y               I0OBZDCsqcvjNA1ohRbfqNXuwFteND0w        14      27      0                                       1                                       
2cMYMhvwOCdt4                           VIK8EJ4wnXkQouRHfnn9AYEA5xPuUtJg        14      28      0                                       1                                       
7nf801b                                 EKGCts957LQeAaLfd1PQ78zP9tDQdZQy        14      29      0                                       1                                       
BilBRDXTBTIBJGsRbfEEXnVHACcC            apRvWJRlAKFohyiEQrg2K9exaWcbIwph        14      30      0                                       1                                       
